CASENUMBER,CASEID,CASENO,CATEGORY,VEHNO,PSU,PSUSTRAT,VERSION,VIN,WMI,ManufacturerFullName,ManufacturerCommonName,ManufacturerParent,Make,Model,ModelYear,VehicleType,Series,Trim,Series2,Trim2,BodyClass,DoorsCount,EngineModel,DisplacementCC,TransmissionStyle,PlantCity,PlantState,PlantCountry,AdaptiveCruiseControl,ElectronicStabilityControl,ForwardCollisionWarning,LaneDepartureWarning,AntilockBrakeSystem,AutomaticEmergencyBraking,BlindSpotMonitoring,LaneKeepSystem,RearVisibilityCamera,DriverAssist,AdaptiveHeadlights,ParkAssist,ManufacturerId,PlantCompanyName,WheelBaseType,TrackWidth,GrossVehicleWeightRating,CurbWeightLB,WheelBaseIN,WheelBaseUpToIN,WheelsCount,TruckBedType,TruckBedLengthIN,TrailerTypeConnection,TrailerLengthFT,BusFloorConfigurationType,MotorcycleSuspensionType,MotorcycleChassisType,SeatsCount,SeatRowsCount,TransmissionSpeeds,DriveType,AxlesCount,AxleConfiguration,BrakeSystemType,BatteryPacksPerVehicle,BatteryModulesPerPack,BatteryCellsPerModule,BatteryType,ChargerLevel,ChargerPowerKW,EngineManufacturer,EngineStrokeCycles,EngineCylindersCount,EngineCoolingType,FuelTypePrimary,FuelTypeSecondary,FuelDeliveryInjectionType,EngineConfiguration,EnginePowerKW,EngineBrakeHP,EngineBrakeUpToHP,EngineValveTrainDesign,EngineElectrificationLevel,EngineTurbo,SeatBeltsType,Pretensioner,AirBagLocFront,AirBagLocKnee,AirBagLocSide,AirBagLocCurtain,AirBagLocSeatCushion,TractionControl,VINDecodeError,CustomMotorcycleType,TruckBodyCabType,TrailerBodyType,BusType,VehicleDescriptor,TPMS,VINDecodedOn,CASEWGT
1-11-2017-060-03,8779,60,3,2,11,8,2,2FMDK39C47BB,2FM,"FORD MOTOR COMPANY OF CANADA, LTD.",Ford,"FORD MOTOR COMPANY, USA",FORD,Edge,2007,MULTIPURPOSE PASSENGER VEHICLE (MPV),SEL Plus,,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,,3500.0,,OAKVILLE,ONTARIO,CANADA,,,,,,,,,,,,,977,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,197.61,265.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st Row (Driver & Passenger),,,0,,,,,2FMDK39C*7B***,,09OCT19:08:13:06,6747.68905404697000000000
1-11-2017-061-02,8838,61,2,2,11,8,2,1C4NJPBA5HD2,1C4,FCA US LLC,Chrysler,,JEEP,Patriot,2017,MULTIPURPOSE PASSENGER VEHICLE (MPV),MK74,Sport,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,,2000.0,,BELVIDERE,ILLINOIS,UNITED STATES (USA),,Standard,,,Standard,,,,Optional,,,,994,Belvidere Assembly,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,103.70,,4,,,,,,,,5,2,,FWD/Front Wheel Drive,2,,Hydraulic,,,,,,,FCA,,4,,Gasoline,,,In-Line,,,,,,No,Manual,,1st Row (Driver & Passenger),,All Rows,,,Standard,0,,,,,1C4NJPBA*HD***,Direct,09OCT19:08:07:03,356.97106988378900000000
1-11-2017-062-02,8839,62,2,1,11,8,2,1FTEX1EP8GFD,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,F-150,2016,TRUCK,,,,,Pickup,,,2700.0,,DEARBORN,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,976,Dearborn,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,242.35,325.00,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,,,,0,,Extra/Super/ Quad/Double/King/Extended,,,1FTEX1EP*GF***,,09OCT19:08:08:48,356.97106988378900000000
1-11-2017-062-02,8839,62,2,2,11,8,2,1FTYR2CM5GKA,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,Transit,2016,TRUCK,250,,,,Van,,,3700.0,,KANSAS CITY,MISSOURI,UNITED STATES (USA),,,,,,,,,,,,,976,,,,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",,148.00,,,,,,,,,,,,,,,,Hydraulic,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,205.07,275.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,,,,,1FTYR2CM*GK***,,09OCT19:08:09:13,356.97106988378900000000
1-11-2017-063-04,8990,63,4,1,11,8,2,1ZVBP8AMXE52,1ZV,"AUTO ALLIANCE INTERNATIONAL, USA",Auto Alliance,,FORD,Mustang,2014,PASSENGER CAR,V6 Coupe,,,,Coupe,2,,3700.0,,FLAT ROCK,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,978,Auto Alliance International,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,227.44,305.00,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,,,,,1ZVBP8AM*E5***,Direct,09OCT19:08:12:35,16228.30907686420000000000
1-12-2017-001-06,6110,1,6,1,12,9,2,2G4WD5823811,2G4,GENERAL MOTORS LLC,GM,,BUICK,LaCrosse,2008,PASSENGER CAR,CXL,,,,Sedan/Saloon,4,L26,3800.0,,OSHAWA #2 (OST),ONTARIO,CANADA,,,,,,,,,,,,,984,GMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,0,,,,,2G4WD582*81***,Direct,09OCT19:08:13:28,831.84353437745300000000
1-12-2017-001-06,6110,1,6,2,12,9,2,2C4GM68425R3,2C4,FCA CANADA INC.,Chrysler,FCA US LLC,CHRYSLER,Pacifica,2005,MULTIPURPOSE PASSENGER VEHICLE (MPV),CS,Touring,S (Sport),,Hatchback/Liftback/Notchback,,24V MPI,3500.0,,WINDSOR,ONTARIO,CANADA,,,,,,,,,,,,,995,Windsor Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,,,,,,,,,,0,,,,,2C4GM684*5R***,,09OCT19:08:12:50,831.84353437745300000000
1-12-2017-002-06,6185,2,6,1,12,9,2,3GSDL73788S5,3GS,GENERAL MOTORS LLC,GM,,SATURN,Vue,2008,MULTIPURPOSE PASSENGER VEHICLE (MPV),,XR,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,LY7,3600.0,,RAMOS ARIZPE,,MEXICO,,,,,,,,,,,,,984,GMNA,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,AWD/All Wheel Drive,,,Hydraulic,,,,,,,GM,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,,,,,,,,,0,,,,,3GSDL737*8S***,Direct,09OCT19:08:15:04,6809.55000197747000000000
1-12-2017-002-06,6185,2,6,2,12,9,2,1FMZU63E41ZA,1FM,"FORD MOTOR COMPANY, USA",Ford,,FORD,Explorer,2001,MULTIPURPOSE PASSENGER VEHICLE (MPV),XLT,,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,,4000.0,,ST. LOUIS: HAZELWOOD,MISSOURI,UNITED STATES (USA),,,,,,,,,,,,,976,,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,Ford,,6,,Gasoline,,,V-Shaped,152.87,205.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,1FMZU63E*1Z***,,09OCT19:08:08:33,6809.55000197747000000000
1-12-2017-003-04,6238,3,4,1,12,9,2,1GTHK29UX1E3,1GT,GENERAL MOTORS LLC,GM,,GMC,Sierra,2001,TRUCK,,2500 (3/4 ton),,,Pickup,,LQ4,6000.0,,PONTIAC,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,984,Gm Truck Group,,,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,8,,,,Multipoint Fuel Injection (MPFI),V-Shaped,,,,,,,,,,,,,,,0,,Extra/Super/ Quad/Double/King/Extended,,,1GTHK29U*1E***,,09OCT19:08:11:11,2969.00932898461000000000
1-12-2017-003-04,6238,3,4,2,12,9,2,2GNALBEK5D12,2GN,GENERAL MOTORS LLC,GM,,CHEVROLET,Equinox,2013,MULTIPURPOSE PASSENGER VEHICLE (MPV),LS (FWD),,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,"LEA - Flex Fuel (Gas/Alc), Aluminum, High Output",2400.0,,OSHAWA #2,ONTARIO,CANADA,,,,,,,,,,,,,984,GMNA,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,,,4,,Gasoline,Ethanol (E85),Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,,,,,2GNALBEK*D1***,Direct,09OCT19:08:13:37,2969.00932898461000000000
1-12-2017-004-07,6242,4,7,1,12,9,2,JN1CV6AP5BM5,JN1,"NISSAN MOTOR COMPANY, LTD",Nissan,,INFINITI,G37,2011,PASSENGER CAR,,,,,Sedan/Saloon,4,,3700.0,,,,JAPAN,,,,,,,,,,,,,996,Tochigi Plant,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,JN1CV6AP*BM***,Direct,09OCT19:08:18:03,3303.40692034561000000000
1-12-2017-005-04,6307,5,4,1,12,9,2,5XYZU3LB8EG1,5XY,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Santa Fe,2014,MULTIPURPOSE PASSENGER VEHICLE (MPV),GLS,Sport,AN,,Wagon,4,GDI THETA,2400.0,,,GEORGIA,UNITED STATES (USA),,,,,,,,,,,,,1034,"Kia Motor Manufacturing, Georgia",,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,5XYZU3LB*EG***,Direct,09OCT19:08:17:20,2341.23732557018000000000
1-12-2017-005-04,6307,5,4,2,12,9,2,1FMYU02Z45KB,1FM,"FORD MOTOR COMPANY, USA",Ford,,FORD,Escape,2005,MULTIPURPOSE PASSENGER VEHICLE (MPV),XLS,,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,,2300.0,,KANSAS CITY,MISSOURI,UNITED STATES (USA),,,,,,,,,,,,,976,,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,,,4,,Gasoline,,,In-Line,114.09,153.00,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,1FMYU02Z*5K***,,09OCT19:08:08:29,2341.23732557018000000000
1-12-2017-007-04,6367,7,4,1,12,9,2,5YFBURHE9HP6,5YF,"TOYOTA MOTOR MANUFACTURING, MISSISSIPPI, INC.",Toyota,TOYOTA MOTOR CORPORATION,TOYOTA,Corolla,2017,PASSENGER CAR,ZRE172L,,,,Sedan/Saloon,4,2ZR-FE,1800.0,,,MISSISSIPPI,UNITED STATES (USA),,,,,,,,,,,,,1145,"Toyota Motor Manufacturing, Inc",,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,4,,Gasoline,,Multipoint Fuel Injection (MPFI),In-Line,98.43,132.00,,,,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st Row (Driver & Passenger),All Rows,Passenger Seat Only,,0,,,,,5YFBURHE*HP***,Direct,09OCT19:08:17:24,1021.86144489025000000000
1-12-2017-008-03,6396,8,3,1,12,9,2,5N1AR2MN3FC7,5N1,"NISSAN NORTH AMERICA, INC",Nissan NA,"NISSAN MOTOR COMPANY, LTD",NISSAN,Pathfinder,2015,MULTIPURPOSE PASSENGER VEHICLE (MPV),Crossover,,,,Wagon,4,,3500.0,,SMYMA,TENNESSEE,UNITED STATES (USA),,,,,Standard,,,,,,,,997,Nissan North America Inc.,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd & 3rd Rows,,,0,,,,,5N1AR2MN*FC***,Direct,09OCT19:08:16:38,1095.44977438854000000000
1-12-2017-008-03,6396,8,3,2,12,9,2,1C6RR7LT1DS6,1C6,FCA US LLC,Chrysler,,RAM,1500,2013,TRUCK,,SLT,,,Pickup,,,5700.0,,,,,,,,,,,,,,,,,994,Warren Truck Assembly,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,Short,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,8,,Gasoline,,,,,,,,,No,Manual,,1st Row (Driver & Passenger),,All Rows,,,,0,,Crew/ Super Crew/ Crew Max,,,1C6RR7LT*DS***,,09OCT19:08:07:19,1095.44977438854000000000
1-12-2017-009-06,6438,9,6,1,12,9,2,1FTRX12W08KF,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,F-150,2008,TRUCK,F-Series,,Styleside,,Pickup,,,4600.0,,KANSAS CITY,MISSOURI,UNITED STATES (USA),,,,,,,,,,,,,976,,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,,,8,,Gasoline,,,V-Shaped,184.93,248.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,,,,,0,,Extra/Super/ Quad/Double/King/Extended,,,1FTRX12W*8K***,,09OCT19:08:09:06,1810.24026052966000000000
1-12-2017-009-06,6438,9,6,2,12,9,2,2HGFA16569H3,2HG,"HONDA OF CANADA MFG., INC.",Honda,"HONDA MOTOR CO., LTD",HONDA,Civic,2009,PASSENGER CAR,LX,,,,Sedan/Saloon,4,R18A1,1802.577040,Automatic,ALLISTON,ONTARIO,CANADA,,,,,,,,,,,,,990,,,,"Class 1B: 3,001 - 4,000 lb (1,360 - 1,814 kg)",,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,Gasoline,,,In-Line,104.40,140.00,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,2HGFA165*9H***,Direct,09OCT19:08:13:46,1810.24026052966000000000
1-12-2017-010-02,6475,10,2,1,12,9,2,1G11H5SL5EF1,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2014,PASSENGER CAR,LTZ,,,,Sedan/Saloon,4,LKW,2500.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),1st Row (Driver & Passenger),1st & 2nd Rows,All Rows,,,0,,,,,1G11H5SL*EF***,Direct,09OCT19:08:09:21,564.82332510940000000000
1-12-2017-011-01,6537,11,1,1,12,9,2,KM8JU3AC4DU5,KM8,HYUNDAI-KIA AMERICA TECHNICAL CENTER INC (HATCI),Hyundia-Kia,,HYUNDAI,Tucson,2013,MULTIPURPOSE PASSENGER VEHICLE (MPV),GLS / Limited / Limited Premium,,,,Wagon,,DOHC THETA ii,2400.0,,ULSAN,,SOUTH KOREA,,,,,,,,,,,,,1034,Hyundai Motor Company,,,"Class 1C: 4,001 - 5,000 lb (1,814 - 2,268 kg)",,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,KM8JU3AC*DU***,Direct,09OCT19:08:18:54,473.93014835835700000000
1-12-2017-011-01,6537,11,1,2,12,9,2,1FUJA6CK57LY,1FU,DAIMLER TRUCKS NORTH AMERICA LLC,Daimler Trucks,DAIMLER AG,FREIGHTLINER,Columbia,2007,TRUCK,120,,,,Truck-Tractor,,Detroit Series 60,14000,,CLEVELAND,NORTH CAROLINA,UNITED STATES (USA),,,,,,,,,,,,,1024,,,,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,,,,,,,,,,,6x4,,,Air,,,,,,,,,6,,Diesel,,,In-Line,,,,,,,,,,,,,,,0,,MDHD: Conventional,,,1FUJA6CK*7L***,,09OCT19:08:09:16,473.93014835835700000000
1-12-2017-012-08,6580,12,8,1,12,9,2,2G1WT58K4793,2G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Impala,2007,PASSENGER CAR,LT 3.5 Sedan,,,,Sedan/Saloon,4,LZE,3500.0,,OSHAWA #1 (OSH),ONTARIO,CANADA,,,,,,,,,,,,,984,GMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,0,,,,,2G1WT58K*79***,,09OCT19:08:13:24,1347.70857556865000000000
1-12-2017-015-09,6734,15,9,1,12,9,2,1G1ZS58FX7F1,1G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Malibu,2007,PASSENGER CAR,Base LS,,,,Sedan/Saloon,4,L61,2200.0,,FAIRFAX,KANSAS,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,Multipoint Fuel Injection (MPFI),In-Line,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,,1st Row (Driver & Passenger),,,0,,,,,1G1ZS58F*7F***,,09OCT19:08:09:49,3747.88353603989000000000
1-12-2017-016-06,6747,16,6,1,12,9,2,3N1BC1CP1AL3,3N1,"NISSAN MEXICANA, S.A. DE C.V.",Nissan Mexico,"NISSAN MOTOR COMPANY, LTD",NISSAN,VERSA,2010,PASSENGER CAR,,,,,Hatchback/Liftback/Notchback,4,,1800.0,,,,MEXICO,,,,,,,,,,,,,999,Aguascalientes Plant,,,,,,,,,,,,,,,,,,4x2,,,,,,,,,,,,,,Gasoline,,,,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),1st & 2nd Rows,,,0,,,,,3N1BC1CP*AL***,Direct,09OCT19:08:15:21,1702.36586596526000000000
1-12-2017-017-06,6777,17,6,1,12,9,2,1GCHK23657F5,1GC,GENERAL MOTORS LLC,GM,,CHEVROLET,Silverado,2007,TRUCK,1/2 Ton,LT,,,Pickup,4,LMM,6600.0,,FLINT,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,984,GMNA,,,"Class 2H: 9,001 - 10,000 lb (4,082 - 4,536 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,Duramax,,8,,Diesel,,Stoichiometric gasoline direct injection (SGDI),V-Shaped,,,,,,,,,,,,,,,0,,,,,1GCHK236*7F***,,09OCT19:08:10:27,917.18174815223400000000
1-12-2017-017-06,6777,17,6,2,12,9,2,3D7TT2CT0BG5,3D7,CHRYSLER DE MEXICO TOLUCA,Chrysler (Mexico),FCA US LLC,DODGE,Ram,2011,TRUCK,DJ,2500,Heavy Duty,"DJ2,DJ7",Pickup,,,5700.0,,,,,,,,,,,,,,,,,1002,Saltillo Assembly,,,"Class 2G: 8,001 - 9,000 lb (3,629 - 4,082 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,,,8,,Gasoline,,,,,,,,,No,Manual,Yes,1st Row (Driver & Passenger),,All Rows,,,,0,,Crew/ Super Crew/ Crew Max,,,3D7TT2CT*BG***,,09OCT19:08:14:35,917.18174815223400000000
1-12-2017-018-05,6816,18,5,1,12,9,2,5Y2SL65828Z4,5Y2,"NEW UNITED MOTOR MANUFACTURING, INC.",NUMMI,,PONTIAC,Vibe,2008,PASSENGER CAR,,Base,,,Hatchback/Liftback/Notchback,4,1ZZ-FE,1800.0,,FREMONT,CALIFORNIA,UNITED STATES (USA),,,,,,,,,,,,,1062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,Gasoline,,,In-Line,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,5Y2SL658*8Z***,Direct,09OCT19:08:17:20,628.83294075430700000000
1-12-2017-018-05,6816,18,5,2,12,9,2,3HSDJAPR5FN5,3HS,"NAVISTAR, INC.",Navistar,,INTERNATIONAL,LF687,2015,TRUCK,ProStar+,,,,Truck-Tractor,,"X15, Signature",14994.163560,,,ESCOBEDO,MEXICO,,,,,,,,,,,,,1028,,,,"Class 8: 33,001 lb and above (14,969 kg and above)",,,,,,,,,,,,,,,6x4,,,Air,,,,,,,Cummins,,,,Diesel,,,,,,,,,,,,,,,,,,0,,,,,3HSDJAPR*FN***,,09OCT19:08:15:07,628.83294075430700000000
1-12-2017-019-08,6863,19,8,1,12,9,2,1FTFW1ET3BFB,1FT,"FORD MOTOR COMPANY, USA",Ford,,FORD,F-150,2011,TRUCK,,,,,Pickup,,,3500.0,,DEARBORN,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,976,,,,"Class 2F: 7,001 - 8,000 lb (3,175 - 3,629 kg)",,,,,,,,,,,,,,,4WD/4-Wheel Drive/4x4,,,Hydraulic,,,,,,,Ford,,6,,Gasoline,,Stoichiometric gasoline direct injection (SGDI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,1st & 2nd Rows,,,,0,,Crew/ Super Crew/ Crew Max,,,1FTFW1ET*BF***,,09OCT19:08:08:51,1502.31800595479000000000
1-12-2017-019-08,6863,19,8,2,12,9,2,1G2NF52E83M5,1G2,GENERAL MOTORS LLC,GM,,PONTIAC,Grand AM,2003,PASSENGER CAR,SE1,,,,Sedan/Saloon,4,LA1,3400.0,,LANSING - NORTH PLANT,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,984,NA-GM Corp,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAN,,6,,,,Sequential Fuel Injection (SFI),V-Shaped,,,,,,,Manual,,1st Row (Driver & Passenger),,,,,,0,,,,,1G2NF52E*3M***,,09OCT19:08:09:52,1502.31800595479000000000
1-12-2017-020-06,6917,20,6,1,12,9,2,3GCPCREA7CG2,3GC,GENERAL MOTORS LLC,GM,,CHEVROLET,Silverado,2012,TRUCK,,1500 LT,,,Pickup,,L20,4800.0,,SILAO,GUANAJUATO,MEXICO,,,,,,,,,,,,,984,GMNA,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,,4x2,,,,,,,,,,,,8,,Gasoline,Ethanol (E85),Sequential Fuel Injection (SFI),,,,,,,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,,,,,3GCPCREA*CG***,,09OCT19:08:14:53,1254.99773785581000000000
1-12-2017-020-06,6917,20,6,2,12,9,2,2G1FC1E39C91,2G1,GENERAL MOTORS LLC,GM,,CHEVROLET,Camaro,2012,PASSENGER CAR,LT2 (Automatic),,,,Coupe,2,LFX,3600.0,Automatic,OSHAWA #1 (OSH),ONTARIO,CANADA,,,,,,,,,,,,,984,GMNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,Gasoline,Ethanol (E85),Stoichiometric gasoline direct injection (SGDI),,,,,Dual Overhead Cam (DOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),All Rows,,,0,,,,,2G1FC1E3*C9***,Direct,09OCT19:08:13:14,1254.99773785581000000000
1-12-2017-021-03,6948,21,3,1,12,9,2,1HD1KBM1XGB6,1HD,HARLEY-DAVIDSON MOTOR COMPANY,Harley-Davidson,,HARLEY DAVIDSON,FLHX / STREET GLIDE,2016,MOTORCYCLE,,,,,Motorcycle - Touring / Sport Touring,,,1690,,YORK,PENNSYLVANIA,UNITED STATES (USA),,,,,,,,,,,,,4249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,Gasoline,,,,58.91,79.00,,,,,,,,,,,,,0,,,,,1HD1KBM1*GB***,,09OCT19:08:11:14,1881.93111351030000000000
1-12-2017-021-03,6948,21,3,2,12,9,2,1FADP3F26EL3,1FA,"FORD MOTOR COMPANY, USA",Ford,,FORD,Focus,2014,PASSENGER CAR,SE,SE,,,Sedan/Saloon,4,,2000.0,,WAYNE,MICHIGAN,UNITED STATES (USA),,,,,,,,,,,,,976,Michigan Assy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ford,,4,,Gasoline,Flexible Fuel Vehicle (FFV),Stoichiometric gasoline direct injection (SGDI),In-Line,119.31,160.00,,,,,Manual,,1st Row (Driver & Passenger),Driver Seat Only,1st & 2nd Rows,,,,0,,,,,1FADP3F2*EL***,Direct,09OCT19:08:07:34,1881.93111351030000000000
1-12-2017-023-06,7005,23,6,1,12,9,2,2A8GM78X88R1,2A8,FCA CANADA INC.,Chrysler,FCA US LLC,CHRYSLER,Pacifica,2008,MULTIPURPOSE PASSENGER VEHICLE (MPV),CS,Limited,,,Sport Utility Vehicle (SUV)/Multi Purpose Vehicle (MPV),4,,4000,,,,,,,,,,,,,,,,,995,Windsor Assembly,,,"Class 1D: 5,001 - 6,000 lb (2,268 - 2,722 kg)",,,,,,,,,,,,,,,FWD/Front Wheel Drive,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,Single Overhead Cam (SOHC),,,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,,,,,2A8GM78X*8R***,Direct,09OCT19:08:12:39,527.92250471460800000000
1-12-2017-024-06,7014,24,6,1,12,9,2,1D7HA16K38J1,1D7,FCA US LLC,Chrysler,,DODGE,Ram,2008,TRUCK,DR / Light Duty,1500,,,Pickup,,,3700.0,,,,,,,,,,,,,,,,,994,St. Louis Assembly North,,,"Class 2E: 6,001 - 7,000 lb (2,722 - 3,175 kg)",,,,,,,,,,,,,,,4x2,,,Hydraulic,,,,,,,,,6,,Gasoline,,,V-Shaped,,,,,,No,Manual,,1st Row (Driver & Passenger),,1st Row (Driver & Passenger),,,,0,,,,,1D7HA16K*8J***,,09OCT19:08:07:24,1919.29361022592000000000
