CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDROBTAINED,EDRMETHOD,CASEWGT,PSUSTRAT,VERSION
6624,24,26,1-24-2017-026-03,3,1,1,2,239.02638155756200000000,1,2
6661,24,27,1-24-2017-027-07,7,1,1,3,1103.05393108487000000000,1,2
6661,24,27,1-24-2017-027-07,7,2,3,,1103.05393108487000000000,1,2
6662,24,28,1-24-2017-028-06,6,1,3,,589.80068635914600000000,1,2
6662,24,28,1-24-2017-028-06,6,2,3,,589.80068635914600000000,1,2
6702,24,29,1-24-2017-029-01,1,1,1,3,102.18628843108400000000,1,2
6703,24,30,1-24-2017-030-07,7,1,1,1,1577.08444625558000000000,1,2
6703,24,30,1-24-2017-030-07,7,2,3,,1577.08444625558000000000,1,2
6741,24,31,1-24-2017-031-06,6,1,1,2,1195.70880195864000000000,1,2
6741,24,31,1-24-2017-031-06,6,2,2,2,1195.70880195864000000000,1,2
6742,24,32,1-24-2017-032-04,4,1,2,1,2640.97298269040000000000,1,2
6776,24,33,1-24-2017-033-09,9,1,3,,3538.97814112905000000000,1,2
6776,24,33,1-24-2017-033-09,9,3,1,2,3538.97814112905000000000,1,2
6818,24,34,1-24-2017-034-07,7,1,1,1,1520.59761401700000000000,1,2
6818,24,34,1-24-2017-034-07,7,2,3,,1520.59761401700000000000,1,2
6819,24,35,1-24-2017-035-06,6,1,1,3,813.06044173876900000000,1,2
6858,24,36,1-24-2017-036-08,8,1,3,,478.63775079152300000000,1,2
6858,24,36,1-24-2017-036-08,8,2,1,2,478.63775079152300000000,1,2
6859,24,37,1-24-2017-037-07,7,1,3,,2102.82803174669000000000,1,2
6859,24,37,1-24-2017-037-07,7,2,3,,2102.82803174669000000000,1,2
6896,24,38,1-24-2017-038-03,3,1,1,1,319.25037208542500000000,1,2
6896,24,38,1-24-2017-038-03,3,2,1,1,319.25037208542500000000,1,2
6929,24,40,1-24-2017-040-03,3,1,1,1,319.25037207800400000000,1,2
6929,24,40,1-24-2017-040-03,3,2,1,1,319.25037207800400000000,1,2
6938,24,42,1-24-2017-042-06,6,1,3,,668.21132812746700000000,1,2
6944,24,43,1-24-2017-043-03,3,1,5,,344.52683565263400000000,1,2
6944,24,43,1-24-2017-043-03,3,2,1,1,344.52683565263400000000,1,2
6944,24,43,1-24-2017-043-03,3,3,5,,344.52683565263400000000,1,2
6975,24,44,1-24-2017-044-07,7,1,3,,2072.29893804224000000000,1,2
6976,24,45,1-24-2017-045-09,9,1,3,,3290.50134234406000000000,1,2
6976,24,45,1-24-2017-045-09,9,2,3,,3290.50134234406000000000,1,2
7012,24,46,1-24-2017-046-03,3,1,3,,394.84293461765300000000,1,2
7012,24,46,1-24-2017-046-03,3,2,3,,394.84293461765300000000,1,2
7013,24,47,1-24-2017-047-04,4,1,5,,1691.42864715331000000000,1,2
7013,24,47,1-24-2017-047-04,4,2,1,1,1691.42864715331000000000,1,2
7050,24,50,1-24-2017-050-06,6,2,1,1,421.06000444303000000000,1,2
7084,24,51,1-24-2017-051-06,6,1,1,1,421.06000444352400000000,1,2
7084,24,51,1-24-2017-051-06,6,2,1,1,421.06000444352400000000,1,2
7085,24,52,1-24-2017-052-03,3,1,1,1,217.09669508311600000000,1,2
7085,24,52,1-24-2017-052-03,3,2,3,,217.09669508311600000000,1,2
7108,24,53,1-24-2017-053-09,9,2,3,,1498.36002604596000000000,1,2
7105,24,54,1-24-2017-054-09,9,1,3,,1498.36002604596000000000,1,2
7105,24,54,1-24-2017-054-09,9,2,3,,1498.36002604596000000000,1,2
7106,24,55,1-24-2017-055-07,7,1,3,,943.64036589777200000000,1,2
7151,24,56,1-24-2017-056-09,9,1,3,,4169.89128263628000000000,1,2
7152,24,57,1-24-2017-057-02,2,1,3,,71.05684490655630000000,1,2
7152,24,57,1-24-2017-057-02,2,2,1,1,71.05684490655630000000,1,2
7153,24,58,1-24-2017-058-09,9,2,3,,4169.89128280089000000000,1,2
7203,24,59,1-24-2017-059-10,10,1,3,,12531.08701503310000000000,1,2
7253,24,61,1-24-2017-061-09,9,1,1,3,5199.56048665555000000000,1,2
7301,24,62,1-24-2017-062-03,3,2,3,,236.01425228295100000000,1,2
7302,24,63,1-24-2017-063-04,4,1,3,,1011.03814312382000000000,1,2
7302,24,63,1-24-2017-063-04,4,2,1,1,1011.03814312382000000000,1,2
7303,24,64,1-24-2017-064-04,4,2,1,1,1011.03814314018000000000,1,2
7351,24,66,1-24-2017-066-03,3,1,3,,686.41609754530000000000,1,2
7351,24,66,1-24-2017-066-03,3,2,9,,686.41609754530000000000,1,2
7397,24,67,1-24-2017-067-07,7,2,1,1,2489.83009202872000000000,1,2
7415,24,68,1-24-2017-068-04,4,1,1,1,5026.38043849568000000000,1,2
7415,24,68,1-24-2017-068-04,4,2,1,1,5026.38043849568000000000,1,2
7515,24,69,1-24-2017-069-04,4,1,1,2,1504.86804900456000000000,1,2
7516,24,70,1-24-2017-070-10,10,2,3,,7036.15033305515000000000,1,2
7517,24,71,1-24-2017-071-07,7,1,3,,1274.24037659366000000000,1,2
7576,24,74,1-24-2017-074-08,8,1,2,1,181.60073178054600000000,1,2
7576,24,74,1-24-2017-074-08,8,2,3,,181.60073178054600000000,1,2
7620,24,75,1-24-2017-075-03,3,1,1,2,219.95414536256100000000,1,2
7621,24,76,1-24-2017-076-09,9,1,3,,1266.84671863886000000000,1,2
7621,24,76,1-24-2017-076-09,9,2,3,,1266.84671863886000000000,1,2
7649,24,79,1-24-2017-079-04,4,1,1,1,1096.66245860513000000000,1,2
7649,24,79,1-24-2017-079-04,4,2,3,,1096.66245860513000000000,1,2
7692,24,80,1-24-2017-080-04,4,1,9,,1096.66245862411000000000,1,2
7692,24,80,1-24-2017-080-04,4,2,1,1,1096.66245862411000000000,1,2
7700,24,82,1-24-2017-082-10,10,1,1,1,3542.08453945439000000000,1,2
7701,24,83,1-24-2017-083-07,7,1,1,1,641.46826374708300000000,1,2
7701,24,83,1-24-2017-083-07,7,2,1,1,641.46826374708300000000,1,2
7701,24,83,1-24-2017-083-07,7,3,1,1,641.46826374708300000000,1,2
7710,24,84,1-24-2017-084-03,3,1,9,,176.84505609542000000000,1,2
7710,24,84,1-24-2017-084-03,3,2,1,2,176.84505609542000000000,1,2
7710,24,84,1-24-2017-084-03,3,3,3,,176.84505609542000000000,1,2
7769,24,86,1-24-2017-086-02,2,1,1,1,112.00982559758300000000,1,2
7769,24,86,1-24-2017-086-02,2,2,1,3,112.00982559758300000000,1,2
7769,24,86,1-24-2017-086-02,2,3,3,,112.00982559758300000000,1,2
7817,24,87,1-24-2017-087-02,2,1,1,1,54.77966087773820000000,1,2
7817,24,87,1-24-2017-087-02,2,2,1,3,54.77966087773820000000,1,2
7818,24,88,1-24-2017-088-09,9,1,3,,3104.80702860230000000000,1,2
7833,24,90,1-24-2017-090-05,5,2,1,1,99.09680810385140000000,1,2
7872,24,92,1-24-2017-092-10,10,1,9,,5907.93595895522000000000,1,2
7873,24,93,1-24-2017-093-07,7,1,3,,1069.92178748759000000000,1,2
7907,24,94,1-24-2017-094-04,4,1,1,1,1263.56937231219000000000,1,2
7907,24,94,1-24-2017-094-04,4,2,3,,1263.56937231219000000000,1,2
7928,24,95,1-24-2017-095-06,6,1,1,1,555.27749671871700000000,1,2
7928,24,95,1-24-2017-095-06,6,2,3,,555.27749671871700000000,1,2
7929,24,96,1-24-2017-096-03,3,1,1,1,286.29864655066600000000,1,2
7929,24,96,1-24-2017-096-03,3,2,1,1,286.29864655066600000000,1,2
7930,24,97,1-24-2017-097-07,7,2,1,3,1038.48815324599000000000,1,2
7987,24,99,1-24-2017-099-10,10,1,3,,5482.87978584211000000000,1,2
7987,24,99,1-24-2017-099-10,10,2,1,1,5482.87978584211000000000,1,2
7988,24,100,1-24-2017-100-07,7,1,3,,992.94450411391900000000,1,2
8041,24,101,1-24-2017-101-04,4,1,3,,1172.65979486292000000000,1,2
8048,24,102,1-24-2017-102-02,2,1,9,,60.41008269039100000000,1,2
8049,24,103,1-24-2017-103-03,3,1,1,1,776.43006945484900000000,1,2
8050,24,104,1-24-2017-104-05,5,1,5,,132.31646620467800000000,1,2
8112,24,106,1-24-2017-106-04,4,1,1,1,1255.21425961594000000000,1,2
8112,24,106,1-24-2017-106-04,4,2,3,,1255.21425961594000000000,1,2
8113,24,107,1-24-2017-107-03,3,1,3,,293.01412308404200000000,1,2
8113,24,107,1-24-2017-107-03,3,2,1,2,293.01412308404200000000,1,2
8113,24,107,1-24-2017-107-03,3,3,1,2,293.01412308404200000000,1,2
8182,24,108,1-24-2017-108-10,10,1,3,,5868.87085315328000000000,1,2
8182,24,108,1-24-2017-108-10,10,2,5,,5868.87085315328000000000,1,2
8190,24,109,1-24-2017-109-08,8,1,3,,207.63881584278400000000,1,2
8191,24,110,1-24-2017-110-03,3,1,1,1,251.49137800476300000000,1,2
8191,24,110,1-24-2017-110-03,3,2,5,,251.49137800476300000000,1,2
8192,24,111,1-24-2017-111-04,4,1,1,1,1077.33907327286000000000,1,2
8192,24,111,1-24-2017-111-04,4,2,3,,1077.33907327286000000000,1,2
8246,24,112,1-24-2017-112-03,3,1,3,,378.46627257518800000000,1,2
8246,24,112,1-24-2017-112-03,3,2,3,,378.46627257518800000000,1,2
8247,24,113,1-24-2017-113-03,3,2,3,,378.46627256611100000000,1,2
8257,24,114,1-24-2017-114-03,3,1,5,,378.46627257518800000000,1,2
8335,24,116,1-24-2017-116-03,3,1,1,2,188.36871004772000000000,1,2
8335,24,116,1-24-2017-116-03,3,2,1,2,188.36871004772000000000,1,2
8336,24,117,1-24-2017-117-07,7,2,3,,683.26789589765300000000,1,2
8390,24,118,1-24-2017-118-10,10,1,3,,3772.89538261715000000000,1,2
8399,24,119,1-24-2017-119-03,3,1,3,,343.82549981593100000000,1,2
8399,24,119,1-24-2017-119-03,3,2,1,1,343.82549981593100000000,1,2
8400,24,120,1-24-2017-120-03,3,1,1,2,343.82549981593100000000,1,2
8401,24,121,1-24-2017-121-04,4,1,1,1,1472.88009741631000000000,1,2
8467,24,123,1-24-2017-123-09,9,1,3,,1151.21193890580000000000,1,2
8467,24,123,1-24-2017-123-09,9,2,1,1,1151.21193890580000000000,1,2
8468,24,124,1-24-2017-124-04,4,1,3,,856.23440772532900000000,1,2
8468,24,124,1-24-2017-124-04,4,2,1,1,856.23440772532900000000,1,2
8524,24,125,1-24-2017-125-03,3,1,3,,199.87724985656800000000,1,2
8524,24,125,1-24-2017-125-03,3,2,1,1,199.87724985656800000000,1,2
8539,24,126,1-24-2017-126-10,10,1,5,,5145.97259759512000000000,1,2
8540,24,127,1-24-2017-127-04,4,1,1,2,1100.60322429344000000000,1,2
8541,24,128,1-24-2017-128-04,4,2,1,1,1100.60322408796000000000,1,2
8595,24,129,1-24-2017-129-03,3,1,1,2,327.85118000505000000000,1,2
8670,24,130,1-24-2017-130-03,3,1,3,,298.37108892166200000000,1,2
8670,24,130,1-24-2017-130-03,3,2,3,,298.37108892166200000000,1,2
8673,24,131,1-24-2017-131-08,8,1,5,,246.34410959505200000000,1,2
8673,24,131,1-24-2017-131-08,8,2,9,,246.34410959505200000000,1,2
8673,24,131,1-24-2017-131-08,8,3,1,3,246.34410959505200000000,1,2
8667,24,132,1-24-2017-132-04,4,2,3,,1278.16243613783000000000,1,2
8780,24,133,1-24-2017-133-10,10,2,3,,5319.38022132995000000000,1,2
8782,24,135,1-24-2017-135-10,10,1,1,2,5319.38022132995000000000,1,2
8830,24,136,1-24-2017-136-04,4,1,3,,1137.69106047737000000000,1,2
8830,24,136,1-24-2017-136-04,4,2,1,1,1137.69106047737000000000,1,2
8840,24,137,1-24-2017-137-04,4,2,3,,635.46959019568300000000,1,2
8841,24,138,1-24-2017-138-06,6,1,1,2,287.71085028749900000000,1,2
8841,24,138,1-24-2017-138-06,6,2,1,3,287.71085028749900000000,1,2
8846,24,139,1-24-2017-139-04,4,1,1,1,635.46959019568300000000,1,2
8846,24,139,1-24-2017-139-04,4,2,3,,635.46959019568300000000,1,2
8936,24,140,1-24-2017-140-06,6,1,3,,744.94292354333000000000,1,2
8936,24,140,1-24-2017-140-06,6,2,3,,744.94292354333000000000,1,2
8937,24,141,1-24-2017-141-03,3,2,1,1,384.08931060636700000000,1,2
8992,24,142,1-24-2017-142-09,9,1,3,,1301.71934355796000000000,1,2
8992,24,142,1-24-2017-142-09,9,2,5,,1301.71934355796000000000,1,2
8993,24,143,1-24-2017-143-04,4,1,2,1,968.17697393634800000000,1,2
8993,24,143,1-24-2017-143-04,4,2,1,1,968.17697393634800000000,1,2
9059,24,144,1-24-2017-144-09,9,1,3,,2200.61571467920000000000,1,2
6151,25,3,1-25-2017-003-06,6,1,99,,438.20707190286200000000,2,2
6151,25,3,1-25-2017-003-06,6,2,99,,438.20707190286200000000,2,2
6488,25,4,1-25-2017-004-03,3,1,5,,239.20273709101100000000,2,2
6488,25,4,1-25-2017-004-03,3,2,3,,239.20273709101100000000,2,2
6488,25,4,1-25-2017-004-03,3,3,9,,239.20273709101100000000,2,2
6488,25,4,1-25-2017-004-03,3,4,5,,239.20273709101100000000,2,2
6629,25,5,1-25-2017-005-04,4,1,1,1,883.00785125523500000000,2,2
6629,25,5,1-25-2017-005-04,4,2,9,,883.00785125523500000000,2,2
6774,25,6,1-25-2017-006-06,6,1,3,,346.70031159718800000000,2,2
6774,25,6,1-25-2017-006-06,6,2,3,,346.70031159718800000000,2,2
6970,25,8,1-25-2017-008-04,4,2,1,1,510.05298473612200000000,2,2
7057,25,9,1-25-2017-009-07,7,1,5,,1059.37356838841000000000,2,2
7057,25,9,1-25-2017-009-07,7,2,3,,1059.37356838841000000000,2,2
7292,25,10,1-25-2017-010-06,6,2,3,,291.37330246391400000000,2,2
7293,25,11,1-25-2017-011-05,5,1,5,,44.50901185569660000000,2,2
7293,25,11,1-25-2017-011-05,5,2,1,2,44.50901185569660000000,2,2
7352,25,12,1-25-2017-012-04,4,1,1,1,1846.64220332465000000000,2,2
7353,25,13,1-25-2017-013-02,2,1,6,,59.23580870395590000000,2,2
7353,25,13,1-25-2017-013-02,2,2,3,,59.23580870395590000000,2,2
7416,25,14,1-25-2017-014-02,2,1,1,1,97.59954381317520000000,2,2
7417,25,15,1-25-2017-015-05,5,1,3,,148.62489423004200000000,2,2
7417,25,15,1-25-2017-015-05,5,2,1,2,148.62489423004200000000,2,2
7518,25,16,1-25-2017-016-05,5,1,3,,105.27172858668000000000,2,2
7518,25,16,1-25-2017-016-05,5,2,3,,105.27172858668000000000,2,2
7528,25,18,1-25-2017-018-04,4,2,1,2,3003.00788281761000000000,2,2
7595,25,20,1-25-2017-020-02,2,1,4,,79.59160302730870000000,2,2
7595,25,20,1-25-2017-020-02,2,2,5,,79.59160302730870000000,2,2
7664,25,21,1-25-2017-021-02,2,1,4,,59.23580870395590000000,2,2
7691,25,23,1-25-2017-023-04,4,2,1,2,1092.08885834505000000000,2,2
7711,25,24,1-25-2017-024-01,1,1,1,2,94.69738684641720000000,2,2
7712,25,25,1-25-2017-025-06,6,1,3,,781.46376473217800000000,2,2
7712,25,25,1-25-2017-025-06,6,2,9,,781.46376473217800000000,2,2
7807,25,28,1-25-2017-028-04,4,2,5,,616.45895851300100000000,2,2
7808,25,29,1-25-2017-029-06,6,1,3,,245.94538715338800000000,2,2
7828,25,31,1-25-2017-031-06,6,2,1,1,1031.34155427176000000000,2,2
7889,25,32,1-25-2017-032-09,9,1,1,1,5634.41491830275000000000,2,2
7943,25,33,1-25-2017-033-03,3,1,3,,659.04618575968600000000,2,2
7943,25,33,1-25-2017-033-03,3,2,1,1,659.04618575968600000000,2,2
8199,25,37,1-25-2017-037-03,3,1,1,1,200.65966155622700000000,2,2
8352,25,41,1-25-2017-041-10,10,2,3,,2532.22076355816000000000,2,2
8371,25,43,1-25-2017-043-03,3,1,5,,111.40600783028100000000,2,2
8451,25,45,1-25-2017-045-05,5,1,3,,180.29805951285100000000,2,2
8451,25,45,1-25-2017-045-05,5,2,9,,180.29805951285100000000,2,2
8487,25,46,1-25-2017-046-01,1,1,3,,316.67564690482100000000,2,2
8628,25,47,1-25-2017-047-01,1,1,1,4,220.04999258550400000000,2,2
8628,25,47,1-25-2017-047-01,1,2,3,,220.04999258550400000000,2,2
8775,25,49,1-25-2017-049-03,3,1,4,,254.69962889029900000000,2,2
8775,25,49,1-25-2017-049-03,3,2,9,,254.69962889029900000000,2,2
8905,25,51,1-25-2017-051-09,9,1,5,,2248.17585176391000000000,2,2
8947,25,52,1-25-2017-052-04,4,1,9,,4592.95463857810000000000,2,2
6144,26,1,1-26-2017-001-10,10,1,3,,20830.73511251550000000000,10,2
6144,26,1,1-26-2017-001-10,10,2,3,,20830.73511251550000000000,10,2
6192,26,2,1-26-2017-002-09,9,1,3,,3498.03165471544000000000,10,2
6192,26,2,1-26-2017-002-09,9,2,5,,3498.03165471544000000000,10,2
6279,26,3,1-26-2017-003-02,2,1,3,,217.32775268726600000000,10,2
6279,26,3,1-26-2017-003-02,2,2,1,1,217.32775268726600000000,10,2
6318,26,4,1-26-2017-004-09,9,1,2,1,4450.78214838925000000000,10,2
6377,26,6,1-26-2017-006-04,4,1,1,1,3522.06508047726000000000,10,2
6418,26,7,1-26-2017-007-06,6,1,1,1,2711.20999557033000000000,10,2
6418,26,7,1-26-2017-007-06,6,2,3,,2711.20999557033000000000,10,2
6457,26,9,1-26-2017-009-09,9,1,1,1,1739.37135280730000000000,10,2
6457,26,9,1-26-2017-009-09,9,2,1,1,1739.37135280730000000000,10,2
6496,26,10,1-26-2017-010-06,6,1,1,1,2568.83600284856000000000,10,2
6496,26,10,1-26-2017-010-06,6,2,3,,2568.83600284856000000000,10,2
6564,26,12,1-26-2017-012-08,8,1,1,1,356.84362601826200000000,10,2
6612,26,14,1-26-2017-014-03,3,2,1,1,465.93117721850600000000,10,2
6650,26,15,1-26-2017-015-03,3,3,3,,2215.30001710961000000000,10,2
6732,26,18,1-26-2017-018-04,4,1,3,,1280.38266427640000000000,10,2
6732,26,18,1-26-2017-018-04,4,2,3,,1280.38266427640000000000,10,2
6770,26,20,1-26-2017-020-09,9,1,3,,4482.50651550674000000000,10,2
6804,26,21,1-26-2017-021-03,3,1,1,1,1072.71573785180000000000,10,2
6804,26,21,1-26-2017-021-03,3,2,1,2,1072.71573785180000000000,10,2
6846,26,22,1-26-2017-022-03,3,1,4,,2176.53884370464000000000,10,2
6931,26,25,1-26-2017-025-04,4,1,5,,3320.17327311427000000000,10,2
6931,26,25,1-26-2017-025-04,4,2,1,1,3320.17327311427000000000,10,2
6972,26,26,1-26-2017-026-03,3,1,1,1,255.55207987794600000000,10,2
6972,26,26,1-26-2017-026-03,3,2,1,1,255.55207987794600000000,10,2
6972,26,26,1-26-2017-026-03,3,3,3,,255.55207987794600000000,10,2
7019,26,27,1-26-2017-027-09,9,1,3,,5728.46124184930000000000,10,2
7073,26,28,1-26-2017-028-09,9,1,3,,4333.88950040039000000000,10,2
7112,26,29,1-26-2017-029-06,6,1,3,,1237.10755324379000000000,10,2
7117,26,30,1-26-2017-030-06,6,1,3,,1237.10755325357000000000,10,2
7117,26,30,1-26-2017-030-06,6,2,1,1,1237.10755325357000000000,10,2
7166,26,31,1-26-2017-031-03,3,1,1,1,2528.04462840884000000000,10,2
7166,26,31,1-26-2017-031-03,3,2,3,,2528.04462840884000000000,10,2
7196,26,32,1-26-2017-032-06,6,1,3,,557.21218390525400000000,10,2
7196,26,32,1-26-2017-032-06,6,2,5,,557.21218390525400000000,10,2
7241,26,34,1-26-2017-034-03,3,1,1,1,384.02528041225300000000,10,2
7241,26,34,1-26-2017-034-03,3,3,3,,384.02528041225300000000,10,2
7261,26,35,1-26-2017-035-02,2,1,1,2,438.62105526091600000000,10,2
7261,26,35,1-26-2017-035-02,2,2,1,1,438.62105526091600000000,10,2
7311,26,36,1-26-2017-036-02,2,1,1,1,255.85691230446500000000,10,2
7312,26,37,1-26-2017-037-08,8,1,1,1,1502.31800595479000000000,10,2
7362,26,38,1-26-2017-038-07,7,1,3,,4060.37946365181000000000,10,2
7362,26,38,1-26-2017-038-07,7,2,3,,4060.37946365181000000000,10,2
7427,26,39,1-26-2017-039-09,9,1,3,,2005.24176090841000000000,10,2
7457,26,41,1-26-2017-041-09,9,1,5,,2005.24176090841000000000,10,2
7457,26,41,1-26-2017-041-09,9,2,3,,2005.24176090841000000000,10,2
7566,26,43,1-26-2017-043-04,4,2,5,,3976.09796507240000000000,10,2
7581,26,44,1-26-2017-044-03,3,1,1,1,382.15173451401000000000,10,2
7581,26,44,1-26-2017-044-03,3,2,5,,382.15173451401000000000,10,2
7582,26,45,1-26-2017-045-03,3,1,1,2,382.15173451740000000000,10,2
7582,26,45,1-26-2017-045-03,3,2,3,,382.15173451740000000000,10,2
7771,26,47,1-26-2017-047-04,4,1,1,1,3096.48034463521000000000,10,2
7771,26,47,1-26-2017-047-04,4,2,3,,3096.48034463521000000000,10,2
7822,26,48,1-26-2017-048-04,4,1,1,1,2352.28892356996000000000,10,2
7822,26,48,1-26-2017-048-04,4,2,3,,2352.28892356996000000000,10,2
7825,26,50,1-26-2017-050-06,6,2,3,,1077.94528140619000000000,10,2
7882,26,51,1-26-2017-051-07,7,1,1,1,9163.71036248197000000000,10,2
7995,26,55,1-26-2017-055-07,7,1,3,,13238.45972740640000000000,10,2
8070,26,57,1-26-2017-057-09,9,1,3,,4415.53740160924000000000,10,2
8095,26,58,1-26-2017-058-03,3,1,5,,942.74596167575400000000,10,2
8095,26,58,1-26-2017-058-03,3,2,3,,942.74596167575400000000,10,2
8114,26,59,1-26-2017-059-07,7,1,3,,4036.12245847922000000000,10,2
8114,26,59,1-26-2017-059-07,7,2,1,1,4036.12245847922000000000,10,2
8218,26,60,1-26-2017-060-06,6,1,1,1,872.79269060565700000000,10,2
8218,26,60,1-26-2017-060-06,6,2,1,1,872.79269060565700000000,10,2
8203,26,61,1-26-2017-061-03,3,1,1,1,601.52033181196000000000,10,2
8258,26,62,1-26-2017-062-06,6,2,3,,1870.88822780662000000000,10,2
8356,26,63,1-26-2017-063-06,6,1,3,,571.99872997199300000000,10,2
8356,26,63,1-26-2017-063-06,6,2,3,,571.99872997199300000000,10,2
8386,26,65,1-26-2017-065-07,7,1,3,,1489.58076062803000000000,10,2
8386,26,65,1-26-2017-065-07,7,2,1,1,1489.58076062803000000000,10,2
8414,26,66,1-26-2017-066-06,6,1,3,,2041.29421691573000000000,10,2
8488,26,67,1-26-2017-067-03,3,1,1,2,419.72833651299900000000,10,2
8489,26,68,1-26-2017-068-04,4,1,4,,1328.99402074676000000000,10,2
8490,26,69,1-26-2017-069-04,4,1,1,2,1328.99402070527000000000,10,2
8490,26,69,1-26-2017-069-04,4,2,5,,1328.99402070527000000000,10,2
8557,26,70,1-26-2017-070-08,8,2,3,,780.27718872345300000000,10,2
8558,26,71,1-26-2017-071-06,6,1,3,,1237.21233491908000000000,10,2
8558,26,71,1-26-2017-071-06,6,2,3,,1237.21233491908000000000,10,2
8614,26,72,1-26-2017-072-04,4,1,1,2,937.01957409940200000000,10,2
8614,26,72,1-26-2017-072-04,4,2,3,,937.01957409940200000000,10,2
8615,26,73,1-26-2017-073-03,3,1,5,,295.93336085580600000000,10,2
8615,26,73,1-26-2017-073-03,3,2,1,2,295.93336085580600000000,10,2
8616,26,74,1-26-2017-074-10,10,1,1,1,4594.49549379803000000000,10,2
8616,26,74,1-26-2017-074-10,10,2,1,1,4594.49549379803000000000,10,2
8695,26,75,1-26-2017-075-01,1,1,3,,257.51160357175900000000,10,2
8695,26,75,1-26-2017-075-01,1,3,3,,257.51160357175900000000,10,2
8802,26,77,1-26-2017-077-03,3,1,1,1,544.56992031064100000000,10,2
8802,26,77,1-26-2017-077-03,3,2,1,1,544.56992031064100000000,10,2
8832,26,78,1-26-2017-078-07,7,1,3,,2057.70649426694000000000,10,2
8832,26,78,1-26-2017-078-07,7,2,5,,2057.70649426694000000000,10,2
8853,26,79,1-26-2017-079-06,6,1,9,,1175.98657313624000000000,10,2
8853,26,79,1-26-2017-079-06,6,2,3,,1175.98657313624000000000,10,2
8854,26,80,1-26-2017-080-03,3,1,3,,810.47864107321700000000,10,2
8854,26,80,1-26-2017-080-03,3,2,3,,810.47864107321700000000,10,2
8855,26,81,1-26-2017-081-03,3,1,1,2,810.47864107321700000000,10,2
8855,26,81,1-26-2017-081-03,3,2,3,,810.47864107321700000000,10,2
8932,26,82,1-26-2017-082-09,9,1,1,1,2929.00632154116000000000,10,2
9043,26,85,1-26-2017-085-03,3,2,9,,285.16876480189000000000,10,2
9044,26,86,1-26-2017-086-07,7,2,3,,1077.53586324881000000000,10,2
9055,26,87,1-26-2017-087-04,4,1,3,,902.93542359800900000000,10,2
9055,26,87,1-26-2017-087-04,4,2,3,,902.93542359800900000000,10,2
9071,26,88,1-26-2017-088-06,6,1,1,2,702.74558097951800000000,10,2
6114,27,1,1-27-2017-001-07,7,1,3,,2072.96617929403000000000,3,2
6489,27,2,1-27-2017-002-03,3,1,3,,78.53530899385370000000,3,2
6668,27,3,1-27-2017-003-06,6,1,3,,150.14506920584600000000,3,2
6668,27,3,1-27-2017-003-06,6,2,3,,150.14506920584600000000,3,2
6815,27,4,1-27-2017-004-06,6,1,1,1,189.54155867550900000000,3,2
6815,27,4,1-27-2017-004-06,6,2,9,,189.54155867550900000000,3,2
6815,27,4,1-27-2017-004-06,6,3,9,,189.54155867550900000000,3,2
6981,27,5,1-27-2017-005-04,4,1,1,1,306.01157122615600000000,3,2
6981,27,5,1-27-2017-005-04,4,2,3,,306.01157122615600000000,3,2
7107,27,6,1-27-2017-006-03,3,1,3,,47.23757342364120000000,3,2
7107,27,6,1-27-2017-006-03,3,2,1,1,47.23757342364120000000,3,2
7341,27,8,1-27-2017-008-07,7,1,1,1,1005.87137560949000000000,3,2
7359,27,9,1-27-2017-009-03,3,1,1,1,385.47007583550300000000,3,2
7359,27,9,1-27-2017-009-03,3,2,3,,385.47007583550300000000,3,2
7432,27,10,1-27-2017-010-03,3,1,1,3,249.63189607278600000000,3,2
7432,27,10,1-27-2017-010-03,3,2,3,,249.63189607278600000000,3,2
